EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE_NUMBER,HIRE_DATE,JOB_ID,SALARY
162,Joshua,Patel,JPATEL,650.121.1856,28-Apr-06,ST_CLERK,2522
163,Joshua,Patel,JPATEL,650.121.1857,29-Apr-06,ST_CLERK,2523
164,Joshua,Patel,JPATEL,650.121.1858,30-Apr-06,ST_CLERK,2524
165,Joshua,Patel,JPATEL,650.121.1859,1-May-06,ST_CLERK,2525
166,Joshua,Patel,JPATEL,650.121.1860,2-May-06,ST_CLERK,2526
167,Joshua,Patel,JPATEL,650.121.1861,3-May-06,ST_CLERK,2527
168,Joshua,Patel,JPATEL,650.121.1862,4-May-06,ST_CLERK,2528
169,Joshua,Patel,JPATEL,650.121.1863,5-May-06,ST_CLERK,2529
170,Joshua,Patel,JPATEL,650.121.1864,6-May-06,ST_CLERK,2530
171,Joshua,Patel,JPATEL,650.121.1865,7-May-06,ST_CLERK,2531
172,Joshua,Patel,JPATEL,650.121.1866,8-May-06,ST_CLERK,2532
173,Joshua,Patel,JPATEL,650.121.1867,9-May-06,ST_CLERK,2533
174,Joshua,Patel,JPATEL,650.121.1868,10-May-06,ST_CLERK,2534
175,Joshua,Patel,JPATEL,650.121.1869,11-May-06,ST_CLERK,2535
176,Joshua,Patel,JPATEL,650.121.1870,12-May-06,ST_CLERK,2536
177,Joshua,Patel,JPATEL,650.121.1871,13-May-06,ST_CLERK,2537
178,Joshua,Patel,JPATEL,650.121.1872,14-May-06,ST_CLERK,2538
179,Joshua,Patel,JPATEL,650.121.1873,15-May-06,ST_CLERK,2539
180,Joshua,Patel,JPATEL,650.121.1874,16-May-06,ST_CLERK,2540
181,Joshua,Patel,JPATEL,650.121.1875,17-May-06,ST_CLERK,2541
182,Joshua,Patel,JPATEL,650.121.1876,18-May-06,ST_CLERK,2542
183,Joshua,Patel,JPATEL,650.121.1877,19-May-06,ST_CLERK,2543
184,Joshua,Patel,JPATEL,650.121.1878,20-May-06,ST_CLERK,2544
185,Joshua,Patel,JPATEL,650.121.1879,21-May-06,ST_CLERK,2545
186,Joshua,Patel,JPATEL,650.121.1880,22-May-06,ST_CLERK,2546
187,Joshua,Patel,JPATEL,650.121.1881,23-May-06,ST_CLERK,2547
188,Joshua,Patel,JPATEL,650.121.1882,24-May-06,ST_CLERK,2548
189,Joshua,Patel,JPATEL,650.121.1883,25-May-06,ST_CLERK,2549
190,Joshua,Patel,JPATEL,650.121.1884,26-May-06,ST_CLERK,2550
191,Joshua,Patel,JPATEL,650.121.1885,27-May-06,ST_CLERK,2551
192,Joshua,Patel,JPATEL,650.121.1886,28-May-06,ST_CLERK,2552
193,Joshua,Patel,JPATEL,650.121.1887,29-May-06,ST_CLERK,2553
194,Joshua,Patel,JPATEL,650.121.1888,30-May-06,ST_CLERK,2554
195,Joshua,Patel,JPATEL,650.121.1889,31-May-06,ST_CLERK,2555
196,Joshua,Patel,JPATEL,650.121.1890,1-Jun-06,ST_CLERK,2556
197,Joshua,Patel,JPATEL,650.121.1891,2-Jun-06,ST_CLERK,2557
198,Joshua,Patel,JPATEL,650.121.1892,3-Jun-06,ST_CLERK,2558
199,Joshua,Patel,JPATEL,650.121.1893,4-Jun-06,ST_CLERK,2559
200,Joshua,Patel,JPATEL,650.121.1894,5-Jun-06,ST_CLERK,2560
201,Joshua,Patel,JPATEL,650.121.1895,6-Jun-06,ST_CLERK,2561
202,Joshua,Patel,JPATEL,650.121.1896,7-Jun-06,ST_CLERK,2562
203,Joshua,Patel,JPATEL,650.121.1897,8-Jun-06,ST_CLERK,2563
204,Joshua,Patel,JPATEL,650.121.1898,9-Jun-06,ST_CLERK,2564
205,Joshua,Patel,JPATEL,650.121.1899,10-Jun-06,ST_CLERK,2565
206,Joshua,Patel,JPATEL,650.121.1900,11-Jun-06,ST_CLERK,2566
207,Joshua,Patel,JPATEL,650.121.1901,12-Jun-06,ST_CLERK,2567
208,Joshua,Patel,JPATEL,650.121.1902,13-Jun-06,ST_CLERK,2568
209,Joshua,Patel,JPATEL,650.121.1903,14-Jun-06,ST_CLERK,2569
210,Joshua,Patel,JPATEL,650.121.1904,15-Jun-06,ST_CLERK,2570
211,Joshua,Patel,JPATEL,650.121.1905,16-Jun-06,ST_CLERK,2571
212,Joshua,Patel,JPATEL,650.121.1906,17-Jun-06,ST_CLERK,2572
213,Joshua,Patel,JPATEL,650.121.1907,18-Jun-06,ST_CLERK,2573
214,Joshua,Patel,JPATEL,650.121.1908,19-Jun-06,ST_CLERK,2574
215,Joshua,Patel,JPATEL,650.121.1909,20-Jun-06,ST_CLERK,2575
216,Joshua,Patel,JPATEL,650.121.1910,21-Jun-06,ST_CLERK,2576
217,Joshua,Patel,JPATEL,650.121.1911,22-Jun-06,ST_CLERK,2577
218,Joshua,Patel,JPATEL,650.121.1912,23-Jun-06,ST_CLERK,2578
219,Joshua,Patel,JPATEL,650.121.1913,24-Jun-06,ST_CLERK,2579
220,Joshua,Patel,JPATEL,650.121.1914,25-Jun-06,ST_CLERK,2580
221,Joshua,Patel,JPATEL,650.121.1915,26-Jun-06,ST_CLERK,2581
222,Joshua,Patel,JPATEL,650.121.1916,27-Jun-06,ST_CLERK,2582
223,Joshua,Patel,JPATEL,650.121.1917,28-Jun-06,ST_CLERK,2583
224,Joshua,Patel,JPATEL,650.121.1918,29-Jun-06,ST_CLERK,2584
225,Joshua,Patel,JPATEL,650.121.1919,30-Jun-06,ST_CLERK,2585
226,Joshua,Patel,JPATEL,650.121.1920,1-Jul-06,ST_CLERK,2586
227,Joshua,Patel,JPATEL,650.121.1921,2-Jul-06,ST_CLERK,2587
228,Joshua,Patel,JPATEL,650.121.1922,3-Jul-06,ST_CLERK,2588
229,Joshua,Patel,JPATEL,650.121.1923,4-Jul-06,ST_CLERK,2589
230,Joshua,Patel,JPATEL,650.121.1924,5-Jul-06,ST_CLERK,2590
231,Joshua,Patel,JPATEL,650.121.1925,6-Jul-06,ST_CLERK,2591
232,Joshua,Patel,JPATEL,650.121.1926,7-Jul-06,ST_CLERK,2592
233,Joshua,Patel,JPATEL,650.121.1927,8-Jul-06,ST_CLERK,2593
234,Joshua,Patel,JPATEL,650.121.1928,9-Jul-06,ST_CLERK,2594
235,Joshua,Patel,JPATEL,650.121.1929,10-Jul-06,ST_CLERK,2595
236,Joshua,Patel,JPATEL,650.121.1930,11-Jul-06,ST_CLERK,2596
237,Joshua,Patel,JPATEL,650.121.1931,12-Jul-06,ST_CLERK,2597
238,Joshua,Patel,JPATEL,650.121.1932,13-Jul-06,ST_CLERK,2598
239,Joshua,Patel,JPATEL,650.121.1933,14-Jul-06,ST_CLERK,2599
240,Joshua,Patel,JPATEL,650.121.1934,15-Jul-06,ST_CLERK,2600
241,Joshua,Patel,JPATEL,650.121.1935,16-Jul-06,ST_CLERK,2601
242,Joshua,Patel,JPATEL,650.121.1936,17-Jul-06,ST_CLERK,2602
243,Joshua,Patel,JPATEL,650.121.1937,18-Jul-06,ST_CLERK,2603
244,Joshua,Patel,JPATEL,650.121.1938,19-Jul-06,ST_CLERK,2604
245,Joshua,Patel,JPATEL,650.121.1939,20-Jul-06,ST_CLERK,2605
246,Joshua,Patel,JPATEL,650.121.1940,21-Jul-06,ST_CLERK,2606
247,Joshua,Patel,JPATEL,650.121.1941,22-Jul-06,ST_CLERK,2607
248,Joshua,Patel,JPATEL,650.121.1942,23-Jul-06,ST_CLERK,2608
249,Joshua,Patel,JPATEL,650.121.1943,24-Jul-06,ST_CLERK,2609
250,Joshua,Patel,JPATEL,650.121.1944,25-Jul-06,ST_CLERK,2610
251,Joshua,Patel,JPATEL,650.121.1945,26-Jul-06,ST_CLERK,2611
252,Joshua,Patel,JPATEL,650.121.1946,27-Jul-06,ST_CLERK,2612
253,Joshua,Patel,JPATEL,650.121.1947,28-Jul-06,ST_CLERK,2613
254,Joshua,Patel,JPATEL,650.121.1948,29-Jul-06,ST_CLERK,2614
255,Joshua,Patel,JPATEL,650.121.1949,30-Jul-06,ST_CLERK,2615
256,Joshua,Patel,JPATEL,650.121.1950,31-Jul-06,ST_CLERK,2616
257,Joshua,Patel,JPATEL,650.121.1951,1-Aug-06,ST_CLERK,2617
258,Joshua,Patel,JPATEL,650.121.1952,2-Aug-06,ST_CLERK,2618
259,Joshua,Patel,JPATEL,650.121.1953,3-Aug-06,ST_CLERK,2619
260,Joshua,Patel,JPATEL,650.121.1954,4-Aug-06,ST_CLERK,2620
261,Joshua,Patel,JPATEL,650.121.1955,5-Aug-06,ST_CLERK,2621
262,Joshua,Patel,JPATEL,650.121.1956,6-Aug-06,ST_CLERK,2622
263,Joshua,Patel,JPATEL,650.121.1957,7-Aug-06,ST_CLERK,2623
264,Joshua,Patel,JPATEL,650.121.1958,8-Aug-06,ST_CLERK,2624
265,Joshua,Patel,JPATEL,650.121.1959,9-Aug-06,ST_CLERK,2625
266,Joshua,Patel,JPATEL,650.121.1960,10-Aug-06,ST_CLERK,2626
267,Joshua,Patel,JPATEL,650.121.1961,11-Aug-06,ST_CLERK,2627
268,Joshua,Patel,JPATEL,650.121.1962,12-Aug-06,ST_CLERK,2628
269,Joshua,Patel,JPATEL,650.121.1963,13-Aug-06,ST_CLERK,2629
270,Joshua,Patel,JPATEL,650.121.1964,14-Aug-06,ST_CLERK,2630
271,Joshua,Patel,JPATEL,650.121.1965,15-Aug-06,ST_CLERK,2631
272,Joshua,Patel,JPATEL,650.121.1966,16-Aug-06,ST_CLERK,2632
273,Joshua,Patel,JPATEL,650.121.1967,17-Aug-06,ST_CLERK,2633
274,Joshua,Patel,JPATEL,650.121.1968,18-Aug-06,ST_CLERK,2634
275,Joshua,Patel,JPATEL,650.121.1969,19-Aug-06,ST_CLERK,2635
276,Joshua,Patel,JPATEL,650.121.1970,20-Aug-06,ST_CLERK,2636
277,Joshua,Patel,JPATEL,650.121.1971,21-Aug-06,ST_CLERK,2637
278,Joshua,Patel,JPATEL,650.121.1972,22-Aug-06,ST_CLERK,2638
279,Joshua,Patel,JPATEL,650.121.1973,23-Aug-06,ST_CLERK,2639
280,Joshua,Patel,JPATEL,650.121.1974,24-Aug-06,ST_CLERK,2640
281,Joshua,Patel,JPATEL,650.121.1975,25-Aug-06,ST_CLERK,2641
282,Joshua,Patel,JPATEL,650.121.1976,26-Aug-06,ST_CLERK,2642
283,Joshua,Patel,JPATEL,650.121.1977,27-Aug-06,ST_CLERK,2643
284,Joshua,Patel,JPATEL,650.121.1978,28-Aug-06,ST_CLERK,2644
285,Joshua,Patel,JPATEL,650.121.1979,29-Aug-06,ST_CLERK,2645
286,Joshua,Patel,JPATEL,650.121.1980,30-Aug-06,ST_CLERK,2646
287,Joshua,Patel,JPATEL,650.121.1981,31-Aug-06,ST_CLERK,2647
288,Joshua,Patel,JPATEL,650.121.1982,1-Sep-06,ST_CLERK,2648
289,Joshua,Patel,JPATEL,650.121.1983,2-Sep-06,ST_CLERK,2649
290,Joshua,Patel,JPATEL,650.121.1984,3-Sep-06,ST_CLERK,2650
291,Joshua,Patel,JPATEL,650.121.1985,4-Sep-06,ST_CLERK,2651
292,Joshua,Patel,JPATEL,650.121.1986,5-Sep-06,ST_CLERK,2652
293,Joshua,Patel,JPATEL,650.121.1987,6-Sep-06,ST_CLERK,2653
294,Joshua,Patel,JPATEL,650.121.1988,7-Sep-06,ST_CLERK,2654
295,Joshua,Patel,JPATEL,650.121.1989,8-Sep-06,ST_CLERK,2655
296,Joshua,Patel,JPATEL,650.121.1990,9-Sep-06,ST_CLERK,2656
297,Joshua,Patel,JPATEL,650.121.1991,10-Sep-06,ST_CLERK,2657
298,Joshua,Patel,JPATEL,650.121.1992,11-Sep-06,ST_CLERK,2658
299,Joshua,Patel,JPATEL,650.121.1993,12-Sep-06,ST_CLERK,2659
300,Joshua,Patel,JPATEL,650.121.1994,13-Sep-06,ST_CLERK,2660
301,Joshua,Patel,JPATEL,650.121.1995,14-Sep-06,ST_CLERK,2661
302,Joshua,Patel,JPATEL,650.121.1996,15-Sep-06,ST_CLERK,2662
303,Joshua,Patel,JPATEL,650.121.1997,16-Sep-06,ST_CLERK,2663
304,Joshua,Patel,JPATEL,650.121.1998,17-Sep-06,ST_CLERK,2664
305,Joshua,Patel,JPATEL,650.121.1999,18-Sep-06,ST_CLERK,2665
306,Joshua,Patel,JPATEL,650.121.2000,19-Sep-06,ST_CLERK,2666
307,Joshua,Patel,JPATEL,650.121.2001,20-Sep-06,ST_CLERK,2667
308,Joshua,Patel,JPATEL,650.121.2002,21-Sep-06,ST_CLERK,2668
309,Joshua,Patel,JPATEL,650.121.2003,22-Sep-06,ST_CLERK,2669
310,Joshua,Patel,JPATEL,650.121.2004,23-Sep-06,ST_CLERK,2670
311,Joshua,Patel,JPATEL,650.121.2005,24-Sep-06,ST_CLERK,2671
312,Joshua,Patel,JPATEL,650.121.2006,25-Sep-06,ST_CLERK,2672
313,Joshua,Patel,JPATEL,650.121.2007,26-Sep-06,ST_CLERK,2673
314,Joshua,Patel,JPATEL,650.121.2008,27-Sep-06,ST_CLERK,2674
315,Joshua,Patel,JPATEL,650.121.2009,28-Sep-06,ST_CLERK,2675
316,Joshua,Patel,JPATEL,650.121.2010,29-Sep-06,ST_CLERK,2676
317,Joshua,Patel,JPATEL,650.121.2011,30-Sep-06,ST_CLERK,2677
318,Joshua,Patel,JPATEL,650.121.2012,1-Oct-06,ST_CLERK,2678
319,Joshua,Patel,JPATEL,650.121.2013,2-Oct-06,ST_CLERK,2679
320,Joshua,Patel,JPATEL,650.121.2014,3-Oct-06,ST_CLERK,2680
321,Joshua,Patel,JPATEL,650.121.2015,4-Oct-06,ST_CLERK,2681
322,Joshua,Patel,JPATEL,650.121.2016,5-Oct-06,ST_CLERK,2682
323,Joshua,Patel,JPATEL,650.121.2017,6-Oct-06,ST_CLERK,2683
324,Joshua,Patel,JPATEL,650.121.2018,7-Oct-06,ST_CLERK,2684
325,Joshua,Patel,JPATEL,650.121.2019,8-Oct-06,ST_CLERK,2685
326,Joshua,Patel,JPATEL,650.121.2020,9-Oct-06,ST_CLERK,2686
327,Joshua,Patel,JPATEL,650.121.2021,10-Oct-06,ST_CLERK,2687
328,Joshua,Patel,JPATEL,650.121.2022,11-Oct-06,ST_CLERK,2688
329,Joshua,Patel,JPATEL,650.121.2023,12-Oct-06,ST_CLERK,2689
330,Joshua,Patel,JPATEL,650.121.2024,13-Oct-06,ST_CLERK,2690
331,Joshua,Patel,JPATEL,650.121.2025,14-Oct-06,ST_CLERK,2691
332,Joshua,Patel,JPATEL,650.121.2026,15-Oct-06,ST_CLERK,2692
333,Joshua,Patel,JPATEL,650.121.2027,16-Oct-06,ST_CLERK,2693
334,Joshua,Patel,JPATEL,650.121.2028,17-Oct-06,ST_CLERK,2694
335,Joshua,Patel,JPATEL,650.121.2029,18-Oct-06,ST_CLERK,2695
336,Joshua,Patel,JPATEL,650.121.2030,19-Oct-06,ST_CLERK,2696
337,Joshua,Patel,JPATEL,650.121.2031,20-Oct-06,ST_CLERK,2697
338,Joshua,Patel,JPATEL,650.121.2032,21-Oct-06,ST_CLERK,2698
339,Joshua,Patel,JPATEL,650.121.2033,22-Oct-06,ST_CLERK,2699
340,Joshua,Patel,JPATEL,650.121.2034,23-Oct-06,ST_CLERK,2700
341,Joshua,Patel,JPATEL,650.121.2035,24-Oct-06,ST_CLERK,2701
342,Joshua,Patel,JPATEL,650.121.2036,25-Oct-06,ST_CLERK,2702
343,Joshua,Patel,JPATEL,650.121.2037,26-Oct-06,ST_CLERK,2703
344,Joshua,Patel,JPATEL,650.121.2038,27-Oct-06,ST_CLERK,2704
345,Joshua,Patel,JPATEL,650.121.2039,28-Oct-06,ST_CLERK,2705
346,Joshua,Patel,JPATEL,650.121.2040,29-Oct-06,ST_CLERK,2706
347,Joshua,Patel,JPATEL,650.121.2041,30-Oct-06,ST_CLERK,2707
348,Joshua,Patel,JPATEL,650.121.2042,31-Oct-06,ST_CLERK,2708
349,Joshua,Patel,JPATEL,650.121.2043,1-Nov-06,ST_CLERK,2709
350,Joshua,Patel,JPATEL,650.121.2044,2-Nov-06,ST_CLERK,2710
351,Joshua,Patel,JPATEL,650.121.2045,3-Nov-06,ST_CLERK,2711
352,Joshua,Patel,JPATEL,650.121.2046,4-Nov-06,ST_CLERK,2712
353,Joshua,Patel,JPATEL,650.121.2047,5-Nov-06,ST_CLERK,2713
354,Joshua,Patel,JPATEL,650.121.2048,6-Nov-06,ST_CLERK,2714
355,Joshua,Patel,JPATEL,650.121.2049,7-Nov-06,ST_CLERK,2715
356,Joshua,Patel,JPATEL,650.121.2050,8-Nov-06,ST_CLERK,2716
357,Joshua,Patel,JPATEL,650.121.2051,9-Nov-06,ST_CLERK,2717
358,Joshua,Patel,JPATEL,650.121.2052,10-Nov-06,ST_CLERK,2718
359,Joshua,Patel,JPATEL,650.121.2053,11-Nov-06,ST_CLERK,2719
360,Joshua,Patel,JPATEL,650.121.2054,12-Nov-06,ST_CLERK,2720
361,Joshua,Patel,JPATEL,650.121.2055,13-Nov-06,ST_CLERK,2721
362,Joshua,Patel,JPATEL,650.121.2056,14-Nov-06,ST_CLERK,2722
363,Joshua,Patel,JPATEL,650.121.2057,15-Nov-06,ST_CLERK,2723
364,Joshua,Patel,JPATEL,650.121.2058,16-Nov-06,ST_CLERK,2724
365,Joshua,Patel,JPATEL,650.121.2059,17-Nov-06,ST_CLERK,2725
366,Joshua,Patel,JPATEL,650.121.2060,18-Nov-06,ST_CLERK,2726
367,Joshua,Patel,JPATEL,650.121.2061,19-Nov-06,ST_CLERK,2727
368,Joshua,Patel,JPATEL,650.121.2062,20-Nov-06,ST_CLERK,2728
369,Joshua,Patel,JPATEL,650.121.2063,21-Nov-06,ST_CLERK,2729
370,Joshua,Patel,JPATEL,650.121.2064,22-Nov-06,ST_CLERK,2730
371,Joshua,Patel,JPATEL,650.121.2065,23-Nov-06,ST_CLERK,2731
372,Joshua,Patel,JPATEL,650.121.2066,24-Nov-06,ST_CLERK,2732
373,Joshua,Patel,JPATEL,650.121.2067,25-Nov-06,ST_CLERK,2733
374,Joshua,Patel,JPATEL,650.121.2068,26-Nov-06,ST_CLERK,2734
375,Joshua,Patel,JPATEL,650.121.2069,27-Nov-06,ST_CLERK,2735
376,Joshua,Patel,JPATEL,650.121.2070,28-Nov-06,ST_CLERK,2736
377,Joshua,Patel,JPATEL,650.121.2071,29-Nov-06,ST_CLERK,2737
378,Joshua,Patel,JPATEL,650.121.2072,30-Nov-06,ST_CLERK,2738
379,Joshua,Patel,JPATEL,650.121.2073,1-Dec-06,ST_CLERK,2739
380,Joshua,Patel,JPATEL,650.121.2074,2-Dec-06,ST_CLERK,2740
381,Joshua,Patel,JPATEL,650.121.2075,3-Dec-06,ST_CLERK,2741
382,Joshua,Patel,JPATEL,650.121.2076,4-Dec-06,ST_CLERK,2742
383,Joshua,Patel,JPATEL,650.121.2077,5-Dec-06,ST_CLERK,2743
384,Joshua,Patel,JPATEL,650.121.2078,6-Dec-06,ST_CLERK,2744
385,Joshua,Patel,JPATEL,650.121.2079,7-Dec-06,ST_CLERK,2745
386,Joshua,Patel,JPATEL,650.121.2080,8-Dec-06,ST_CLERK,2746
387,Joshua,Patel,JPATEL,650.121.2081,9-Dec-06,ST_CLERK,2747
388,Joshua,Patel,JPATEL,650.121.2082,10-Dec-06,ST_CLERK,2748
389,Joshua,Patel,JPATEL,650.121.2083,11-Dec-06,ST_CLERK,2749
390,Joshua,Patel,JPATEL,650.121.2084,12-Dec-06,ST_CLERK,2750
391,Joshua,Patel,JPATEL,650.121.2085,13-Dec-06,ST_CLERK,2751
392,Joshua,Patel,JPATEL,650.121.2086,14-Dec-06,ST_CLERK,2752
393,Joshua,Patel,JPATEL,650.121.2087,15-Dec-06,ST_CLERK,2753
394,Joshua,Patel,JPATEL,650.121.2088,16-Dec-06,ST_CLERK,2754
395,Joshua,Patel,JPATEL,650.121.2089,17-Dec-06,ST_CLERK,2755
396,Joshua,Patel,JPATEL,650.121.2090,18-Dec-06,ST_CLERK,2756
397,Joshua,Patel,JPATEL,650.121.2091,19-Dec-06,ST_CLERK,2757
398,Joshua,Patel,JPATEL,650.121.2092,20-Dec-06,ST_CLERK,2758
399,Joshua,Patel,JPATEL,650.121.2093,21-Dec-06,ST_CLERK,2759
400,Joshua,Patel,JPATEL,650.121.2094,22-Dec-06,ST_CLERK,2760
401,Joshua,Patel,JPATEL,650.121.2095,23-Dec-06,ST_CLERK,2761
402,Joshua,Patel,JPATEL,650.121.2096,24-Dec-06,ST_CLERK,2762
403,Joshua,Patel,JPATEL,650.121.2097,25-Dec-06,ST_CLERK,2763
404,Joshua,Patel,JPATEL,650.121.2098,26-Dec-06,ST_CLERK,2764
405,Joshua,Patel,JPATEL,650.121.2099,27-Dec-06,ST_CLERK,2765
406,Joshua,Patel,JPATEL,650.121.2100,28-Dec-06,ST_CLERK,2766
407,Joshua,Patel,JPATEL,650.121.2101,29-Dec-06,ST_CLERK,2767
408,Joshua,Patel,JPATEL,650.121.2102,30-Dec-06,ST_CLERK,2768
409,Joshua,Patel,JPATEL,650.121.2103,31-Dec-06,ST_CLERK,2769
410,Joshua,Patel,JPATEL,650.121.2104,1-Jan-07,ST_CLERK,2770
411,Joshua,Patel,JPATEL,650.121.2105,2-Jan-07,ST_CLERK,2771
412,Joshua,Patel,JPATEL,650.121.2106,3-Jan-07,ST_CLERK,2772
